set_name,bus_i
ultc_terminal_buses,546
ultc_terminal_buses,549
ultc_terminal_buses,550
ultc_terminal_buses,551
ultc_terminal_buses,552
ultc_terminal_buses,553
ultc_terminal_buses,554
ultc_terminal_buses,556
ultc_terminal_buses,557
ultc_terminal_buses,558
ultc_terminal_buses,559
ultc_terminal_buses,560
ultc_terminal_buses,561
ultc_terminal_buses,562
ultc_terminal_buses,563
ultc_terminal_buses,564
ultc_terminal_buses,565
ultc_terminal_buses,566
ultc_terminal_buses,567
ultc_terminal_buses,568
ultc_terminal_buses,570
ultc_terminal_buses,571
ultc_terminal_buses,572
ultc_terminal_buses,573
ultc_terminal_buses,578
ultc_terminal_buses,579
ultc_terminal_buses,580
ultc_terminal_buses,583
ultc_terminal_buses,598
ultc_terminal_buses,599
ultc_terminal_buses,601
ultc_terminal_buses,602
ultc_terminal_buses,604
ultc_terminal_buses,605
ultc_terminal_buses,607
ultc_terminal_buses,608
ultc_terminal_buses,609
ultc_terminal_buses,618
ultc_terminal_buses,620
ultc_terminal_buses,650
ultc_terminal_buses,651
ultc_terminal_buses,652
ultc_terminal_buses,654
ultc_terminal_buses,656
ultc_terminal_buses,657
ultc_terminal_buses,658
ultc_terminal_buses,659
ultc_terminal_buses,661
ultc_terminal_buses,662
ultc_terminal_buses,663
ultc_terminal_buses,664
ultc_terminal_buses,665
ultc_terminal_buses,675
ultc_terminal_buses,676
ultc_terminal_buses,679
ultc_terminal_buses,680
ultc_terminal_buses,684
ultc_terminal_buses,685
ultc_terminal_buses,686
ultc_terminal_buses,687
ultc_terminal_buses,688
ultc_terminal_buses,691
ultc_terminal_buses,692
ultc_terminal_buses,720
ultc_terminal_buses,1008
ultc_terminal_buses,1226
ultc_terminal_buses,1804
ultc_terminal_buses,2222
ultc_terminal_buses,2302
ultc_terminal_buses,222201
ultc_terminal_buses,222202
ultc_terminal_buses,222231
ultc_terminal_buses,222232
ultc_terminal_buses,222291
ultc_terminal_buses,222292
ultc_terminal_buses,230201
ultc_terminal_buses,230231
ultc_terminal_buses,230291
worst_40_voltage_drop,201
worst_40_voltage_drop,202
worst_40_voltage_drop,203
worst_40_voltage_drop,204
worst_40_voltage_drop,205
worst_40_voltage_drop,206
worst_40_voltage_drop,214
worst_40_voltage_drop,215
worst_40_voltage_drop,252
worst_40_voltage_drop,310
worst_40_voltage_drop,316
worst_40_voltage_drop,317
worst_40_voltage_drop,318
worst_40_voltage_drop,320
worst_40_voltage_drop,322
worst_40_voltage_drop,447
worst_40_voltage_drop,475
worst_40_voltage_drop,476
worst_40_voltage_drop,481
worst_40_voltage_drop,482
worst_40_voltage_drop,506
worst_40_voltage_drop,518
worst_40_voltage_drop,523
worst_40_voltage_drop,525
worst_40_voltage_drop,547
worst_40_voltage_drop,548
worst_40_voltage_drop,576
worst_40_voltage_drop,577
worst_40_voltage_drop,581
worst_40_voltage_drop,582
worst_40_voltage_drop,603
worst_40_voltage_drop,621
worst_40_voltage_drop,622
worst_40_voltage_drop,623
worst_40_voltage_drop,624
worst_40_voltage_drop,657
worst_40_voltage_drop,670
worst_40_voltage_drop,671
worst_40_voltage_drop,673
worst_40_voltage_drop,674
lowest_40_final_voltage,192
lowest_40_final_voltage,193
lowest_40_final_voltage,207
lowest_40_final_voltage,208
lowest_40_final_voltage,209
lowest_40_final_voltage,212
lowest_40_final_voltage,216
lowest_40_final_voltage,217
lowest_40_final_voltage,218
lowest_40_final_voltage,219
lowest_40_final_voltage,220
lowest_40_final_voltage,222
lowest_40_final_voltage,227
lowest_40_final_voltage,230
lowest_40_final_voltage,242
lowest_40_final_voltage,244
lowest_40_final_voltage,253
lowest_40_final_voltage,254
lowest_40_final_voltage,255
lowest_40_final_voltage,256
lowest_40_final_voltage,257
lowest_40_final_voltage,259
lowest_40_final_voltage,261
lowest_40_final_voltage,265
lowest_40_final_voltage,268
lowest_40_final_voltage,269
lowest_40_final_voltage,300
lowest_40_final_voltage,310
lowest_40_final_voltage,320
lowest_40_final_voltage,322
lowest_40_final_voltage,332
lowest_40_final_voltage,334
lowest_40_final_voltage,494
lowest_40_final_voltage,510
lowest_40_final_voltage,511
lowest_40_final_voltage,598
lowest_40_final_voltage,599
lowest_40_final_voltage,656
lowest_40_final_voltage,657
lowest_40_final_voltage,665
